TARGET,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,DAYS_EMPLOYED,DAYS_BIRTH,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,CNT_FAM_MEMBERS
1,238419.29220094133,153782.638672702,23302.85214398045,-8749,-12732,0.6751840507234141,0.47355146005086846,0.2604200777612833,2
0,232618.2695694431,240619.74081258415,26922.903674615158,-11581,-18079,0.7796461014809238,0.6530383829195918,0.40426805629311946,3
0,174356.76973299618,239611.5595868089,19813.01486403286,-3035,-23457,0.6221728478399099,0.9086987495230623,0.7797084806413465,5
1,262998.616350842,211946.3413399426,2000.0,-7586,-15915,0.9067655276084274,0.48743555686451545,0.030327228686117258,4
1,196355.34985963674,91007.62419669045,33426.161211946965,-9532,-8785,0.895918820985667,0.9769962533877247,0.3509901540727116,2
0,161030.91513478576,538875.2450508444,17619.26855823737,-13281,-9474,0.05815855250916613,0.6564828666503022,0.9294440214377124,4
1,175048.695019568,344827.2066657591,13413.758233341618,-9210,-23225,0.18946998357820488,0.6992125382825293,0.5763801670754372,2
0,361651.1759020665,266179.1947949643,11007.117634777458,-5296,-11284,0.3957898942118945,0.8182072220702992,0.826763435346015,1
1,61201.91343636537,413645.67442736146,17308.43278133084,-5649,-23528,0.34108955461512447,0.7339183040661152,0.4835140964003667,4
0,239983.04834366392,370660.0912274086,15498.017349464144,-9137,-18205,0.5255725316232236,0.5226269218028433,0.09724021781001191,5
1,65671.16579010262,341353.6099113071,14103.92428892247,-5805,-16951,0.26653180171948354,0.7726170718795716,0.1869391131394479,4
1,191341.33293416214,402749.71091502404,14542.989841243416,-3486,-24593,0.7974591179566535,0.03573295240225416,0.7580823344389266,3
1,165309.80118766497,320090.2115637985,24237.94259247858,-1046,-22530,0.0074938481381248145,0.9327672904145493,0.8641075251416925,3
1,33197.73626560977,400533.21854873875,36242.907528024814,-7075,-9154,0.7915130824798414,0.8231498645152371,0.46754181246050164,2
0,231123.00723470104,412966.8451316663,26564.57278411921,-11584,-13671,0.3933702765813071,0.6376611751524021,0.49245662467103435,5
1,169596.95502462433,324407.81025492045,28980.78547803656,-13058,-10846,0.0051350087497756824,0.06875447203143858,0.4501222909953698,3
0,32063.492595100484,266940.82597558264,16980.719748426087,-12635,-14715,0.8470642689407657,0.2949238483057658,0.01836311261270085,5
1,267165.44726194016,529559.6702180863,20837.322924404623,-14839,-16916,0.44675449713278914,0.2536281877061305,0.09550984267396512,1
1,314800.4942391148,228314.76903398498,23411.859233842297,-6629,-24673,0.7247266429690294,0.2570249823252527,0.9918880759037373,2
0,319209.9473837258,358697.04006410186,14723.53685085784,-11814,-15168,0.8784487245006501,0.6721023379507536,0.042013634449819204,2
1,228716.51525211768,362086.26161086,16594.159435607064,-11609,-11130,0.034312743123076084,0.8761383738924413,0.34896905729571814,1
1,203684.65108616924,208566.32216045467,26836.415666664612,-4135,-21323,0.2621620516958454,0.6816302485708399,0.6906862395400871,5
0,306252.52967166377,178826.642203276,28722.34204080087,-10205,-16162,0.11889159027661145,0.3887597353568326,0.4248309440620265,1
0,334590.68682720786,246922.19686952233,20539.282156122063,-2573,-17583,0.0980101603956004,0.9692364210291764,0.9826638098526416,3
0,290685.49623005,226167.47202365883,10438.74255377019,-12945,-9323,0.9456410918009119,0.8625823565461832,0.03273868963399551,2
0,124676.99182161591,81280.41575417019,17635.264134258734,-9880,-22063,0.80556937926559,0.6854184093700362,0.8745589597672513,1
0,216107.58825719374,202275.73762210866,8469.350923953027,-14227,-23105,0.36472516000469757,0.3974656488918935,0.13474427066316275,5
1,235161.2915433143,339933.4476951843,20601.619278677816,-6962,-21210,0.687293042803752,0.6838274411528535,0.2048220908601074,2
1,55230.642486621655,489891.5376222898,22043.22489017135,-13128,-22189,0.9194452737849663,0.40799511305202474,0.5283037817907916,2
0,237548.85276966193,383158.700276045,17834.316631697788,-11400,-9766,0.2208134938737898,0.15518700466484248,0.8714546742396002,1
1,381839.34607835114,50000.0,21933.689779065637,-3968,-20310,0.01415073757483587,0.6188347045911311,0.414081068387826,4
1,251194.8932640633,396195.55721359915,23335.209912670714,-1794,-18476,0.8241083412069418,0.6981022852307595,0.29357387907478427,5
0,317873.0465153405,216277.23211564234,22054.89634325699,-6819,-20371,0.7226983291280551,0.3493037258719712,0.40167200591772445,2
1,214633.17841029642,367962.01120316447,10387.757661624562,-522,-10335,0.1602572754219892,0.9293078173401694,0.09434332609389806,5
1,194142.5340812943,297879.7111184058,17973.885395898444,-3650,-13048,0.48964584548510237,0.8542595613618366,0.8382343237165585,3
1,230501.71120647804,271096.85608697584,23278.743826130143,-3706,-16470,0.16043388504493505,0.5828525423770101,0.9152150989391706,3
1,134733.8681612454,284664.6408056788,32629.694170447998,-141,-10620,0.6026138618291498,0.06023576065947911,0.6757746719487076,5
1,122897.98502124891,296636.35375953297,17824.593998090422,-13667,-23727,0.6475699453218741,0.0172158373242568,0.44466962739889715,5
0,301304.36457354925,501660.7458135366,24406.721603584876,-11518,-12788,0.27668270751400437,0.6398862823291416,0.6141507977388139,4
1,309787.3874293215,297050.9719372369,27025.21529539059,-8444,-18493,0.7808371269171284,0.813805880130889,0.5518668073779501,2
1,120711.49475301197,462830.4199771801,18426.978413019522,-5725,-18174,0.4735963489241425,0.5003528334511221,0.05155515248287745,3
0,277439.90436430916,440985.87987684854,29187.26197989872,-143,-22152,0.7063579112955095,0.023487928169422467,0.39442133285224246,5
1,193043.20195151833,400056.83213754796,29617.390651447175,-13515,-23253,0.6398111814232847,0.14482888171412933,0.6568286828091608,2
0,227184.68595923446,50000.0,31043.077872489524,-11560,-12516,0.45075893211061435,0.2112449258672615,0.8477990787291211,3
0,236817.49115480506,467494.898424241,23667.457351884255,-10528,-9698,0.2927172620775951,0.6277557337178707,0.358972995611353,4
0,279548.03744994546,231314.8058796618,38881.09799726029,-4943,-8595,0.20430440385557724,0.48605952593335233,0.8192721114835667,5
1,206617.4561490551,407359.09216121584,15077.73509788527,-725,-20616,0.745944032427188,0.10220679259885768,0.7569159561453049,3
0,312812.95962415484,154120.07501393798,36992.62068943152,-922,-11265,0.6419434770911144,0.5016744045509585,0.9293101372302113,5
0,224753.027180794,122238.89350451162,26146.395909267463,-3786,-22999,0.2809419283531881,0.8694928233577937,0.9894308746987579,5
0,249934.7417975626,596458.31052468,30723.098664213747,-3402,-10989,0.967099172803488,0.4391150065497018,0.0417322561719633,3
1,133338.9926770203,156452.53997428284,17439.69796366631,-8767,-14809,0.8103389307173291,0.14976239924459755,0.4374706983247614,2
1,372692.7208563867,471915.9958577621,26755.797623710103,-5868,-9487,0.12680226091725455,0.5780078944568322,0.7735601922340698,1
0,237585.9938563973,317763.04821547813,31415.793309314904,-12437,-23784,0.1625634133619498,0.9293859448982847,0.82316656372244,1
0,257039.79402760795,236981.99124597426,11301.130850209021,-7400,-11021,0.5440478108732032,0.11591044425588615,0.08285422296363798,1
1,71345.13510307668,293275.66735046904,18693.389745476645,-10611,-16593,0.10237955048288139,0.1564077482091144,0.6065905981880756,1
0,134183.83815367194,104835.82552030333,2869.9784941504986,-1068,-14766,0.9643380052000837,0.5668427112344434,0.8984525662067743,2
1,299030.69503349846,297936.8430586154,18573.336185206746,-9488,-15300,0.638023405115427,0.33999671804658893,0.22705907123032865,5
0,222951.28946340838,137588.9529156061,13471.93445231931,-9079,-12144,0.06617403673047473,0.8955606112616594,0.3473590722304434,2
1,46897.621213685925,240683.43085290215,18257.85849626612,-8959,-14218,0.44348573036248906,0.7127638968908626,0.39484795220468705,2
0,283063.19431870553,438794.93459543644,43389.146860837274,-1481,-17513,0.22196847868461833,0.14708780618086337,0.3945377531290005,2
0,156497.37565178212,338128.6014836486,33742.42805437759,-1013,-17164,0.49045073600350675,0.8707183867127182,0.5617062692972211,3
1,312905.35887013696,77674.42516792176,8484.419706394943,-8535,-23726,0.2470254997517497,0.642292041769435,0.06080642534728009,3
0,192973.14571170404,427723.2190370805,24445.90641279524,-65,-11964,0.831796154307461,0.49363433845728777,0.7791897743523201,3
1,216376.5348816424,298935.03571362863,26391.448696473904,-3652,-12300,0.7210992096417336,0.2565464424346906,0.12287707946892867,1
1,294316.36628733185,218672.2097385992,17296.823306363283,-2304,-14795,0.9065781517809924,0.6497106079132287,0.8133159660231615,2
1,128200.56233162702,412001.4455863397,21426.460825268394,-1265,-12011,0.19795761473971718,0.8984858340112217,0.017094361318076956,5
1,120572.25537328483,274918.97445344966,22207.857659319987,-10013,-20159,0.3853922373495161,0.03847625729613391,0.7870259810672217,5
1,184280.12636815142,125150.7990141431,9227.109017105118,-6741,-20973,0.8054665470172859,0.37515000421206524,0.35526712008668093,1
0,266173.82396969775,577171.4567174406,11749.365167310814,-10724,-8354,0.37384660065544706,0.9356595121872973,0.6558582880659186,4
0,93529.81979092075,297406.88356635184,21378.373747527923,-10352,-7830,0.37908838312146564,0.38290944584367104,0.17917202340015914,1
0,66557.23200887226,287792.21932766744,20795.220223854136,-8036,-9651,0.9860384433898894,0.035870301694266415,0.5370096215866286,3
1,265897.6741635034,239234.2242404115,14331.498276661849,-14236,-24055,0.7708631869101126,0.10144412392664826,0.2991113627962917,1
0,151761.7349946397,476994.8609186384,13644.990881169244,-11773,-15122,0.8608175117308633,0.6907600345794234,0.003924667653007474,4
0,168621.91896637736,221268.223778694,19281.766002630353,-2862,-11753,0.40697283611196233,0.7001205101459526,0.725141014826536,5
0,51455.167844786716,68253.02117825931,27089.207623866183,-12514,-24332,0.5859185229699635,0.11504503859068349,0.13117588802257218,1
0,145681.65485184145,198198.3507156032,19388.11383242504,-5670,-7568,0.45055357055172884,0.21921601053551587,0.9397042163346365,3
0,199394.61626950794,499016.19006821886,32981.84664508519,-3516,-10833,0.45029357990957064,0.5638729386748196,0.5437245039664013,1
0,274430.22860983136,424819.8242185676,14433.435618699512,-11055,-19436,0.12769913568677127,0.6865329847841087,0.0016743163778879522,1
1,138301.5867012289,261747.65210102082,21544.87841163861,-8126,-15884,0.8421328514023074,0.15679024564762056,0.9449229903817213,4
1,332590.08961859974,505988.2712460711,17165.636567167952,-1839,-8576,0.39054243367208974,0.4563823418410149,0.1327836992090169,1
1,145235.51806561596,412191.33432328235,24703.68757130488,-2468,-9635,0.5818243939645826,0.5620351984781254,0.8339411804987431,1
0,145352.655873186,260011.595454809,13747.29694219843,-1196,-10125,0.8570718461246233,0.0497035340176224,0.32927783847059644,2
1,322988.6041518242,275113.521734838,35419.18203195004,-5575,-7289,0.7734772530167997,0.22375649099720107,0.5680620304803031,2
0,216916.81218911338,349397.6597918151,6475.100775391951,-1693,-11607,0.1982379770395527,0.9188957375530391,0.8357252536523352,5
1,155838.02167907386,175216.95755042764,33723.84191744197,-9024,-8164,0.618511365606847,0.8799815531315147,0.05015815997760431,2
1,187589.34950555253,300675.75982640265,20719.907752870662,-5978,-7832,0.49573108927154796,0.3224831164056037,0.680058006373419,3
1,308245.88620336476,346277.0046919935,24419.396653975306,-4992,-24649,0.2601521515954949,0.8679770804948465,0.14858235671165276,1
0,317296.22557005455,50000.0,30676.19922473566,-352,-13227,0.04085790351009644,0.6325519989141065,0.7163959270953937,2
0,134656.54565837953,271601.95161481533,26861.291961328556,-9477,-18989,0.6297913080226606,0.98162217348456,0.16070400824885567,2
1,196605.29519367134,254541.57219514676,14159.784897655509,-1878,-16093,0.7798549148714806,0.9662189468838475,0.021943665774399768,2
0,207212.54621340585,454210.20299404836,24800.716442100813,-7361,-21981,0.9417184117032203,0.6169377996806558,0.15543813356723546,2
0,121100.79115867219,50000.0,34939.79178107693,-13437,-12838,0.35498375874945964,0.4678394313142671,0.6257377882096221,1
0,195545.19578800045,242774.09704444336,12901.66630271342,-5167,-9974,0.39921715153549553,0.14228080243870678,0.985726792115105,3
0,200425.82883613603,227736.80289531196,36947.42808955182,-284,-17588,0.16300563042489447,0.530350699890907,0.9701219913802828,3
0,291216.75831493887,444010.6445882401,23085.61988774851,-8200,-12432,0.9846160233328939,0.398298675929454,0.7456912554588746,3
0,296594.00226489606,293468.0145952661,16534.17782463794,-6768,-19153,0.8495869963066425,0.6456068905754083,0.8245804557073466,3
1,173663.24813127937,569414.1968478553,12853.684923133966,-1091,-11510,0.9576037289729427,0.0894908763731117,0.8739645295658137,3
1,182883.74849113508,399332.007285958,18213.703404733802,-1200,-23520,0.4953471381254463,0.8349177603407857,0.5283537634047373,4
1,253143.38416445086,238466.55087157214,4357.773351436037,-8999,-9159,0.20978138418742553,0.9671144916190084,0.22860249072327343,2
0,153184.92408583907,335948.80448384385,16678.044247529702,-3595,-18196,0.5731845537302535,0.20936272041257975,0.6610957364354674,1
1,247091.2121389922,246889.6785945813,17896.582049155106,-5536,-15914,0.37209191580887624,0.6327836469032324,0.14159284954427664,4
0,192967.48101046283,428909.413573563,11404.690807100642,-5287,-10543,0.3478644308104034,0.8019384321624392,0.8323606602911214,1
0,122448.11378091034,100170.34300634818,25982.761559234877,-4193,-24463,0.08236428402309692,0.5544092857895081,0.4120910315199633,2
0,123453.06296962827,176445.6035143,18249.869697684902,-10100,-7983,0.07314921470201208,0.9354369015368734,0.2664917758570977,3
0,315764.69568248815,368353.4877832382,14913.643643084579,-10428,-13940,0.37879855298551024,0.5118665808037361,0.8434580048468198,3
1,187486.2816685361,483863.46730854316,17397.32851945165,-14595,-7448,0.9261985439813103,0.27054739180037723,0.111192515706248,4
0,331228.3275118649,50000.0,22840.859786526777,-2155,-15079,0.7230237104792231,0.4716001930809426,0.9748264081345088,3
1,158909.0991428072,506170.6823985624,20585.769683735954,-10849,-21283,0.7605585801759555,0.4878662551312126,0.9504118174804869,3
0,223296.41609051946,278979.73073579906,14392.199295299379,-4887,-14518,0.2342906764552779,0.25371146591063387,0.6087880762014963,1
1,391414.13784145936,50000.0,21005.227792323552,-4713,-14715,0.73452961108271,0.7869527912731887,0.7121272911638017,4
0,115409.06042693766,50000.0,19594.592339469942,-4448,-8428,0.40631912639094736,0.6177466155148025,0.03714943387766845,2
0,48174.84000801787,70592.09012875805,10884.2862148095,-2054,-14637,0.059390610473203265,0.37036845770523386,0.4370830328778966,5
1,302927.21050297865,297044.27162318974,17691.962451941916,-1982,-17688,0.3948135675183053,0.4216562280151427,0.8846166206042426,4
1,133855.2715685541,290115.2943286673,24634.706163367104,-14965,-21832,0.13125378743236893,0.3717011185883937,0.011522154654476813,5
0,198343.4908715013,394980.0652063965,24577.106079172067,-2399,-19133,0.8536994629314485,0.44789853768843546,0.29061992749259713,5
1,153126.5431638732,217576.92336585547,18160.28534077285,-11881,-14531,0.8402940644749076,0.5280945604610086,0.3538406610715922,2
0,221453.02247642528,133793.91803307435,25414.182358287813,-5320,-18359,0.28746892829992543,0.33092697216356004,0.6750796376622932,2
1,123957.10342514062,238037.04185086605,12160.356024123026,-4904,-18471,0.6119223027755851,0.8181567744020936,0.7048389807322624,5
1,185604.7929693355,305041.5430367366,12408.097294453393,-14195,-24739,0.3637597183572606,0.9283671281734139,0.06518961723349714,5
0,235985.22612452274,334615.9192432916,17989.960293650554,-10746,-8037,0.15422617434361496,0.5228002994620783,0.2175152931931581,4
1,119335.28909805905,181625.29510913912,31980.529088697083,-1348,-9940,0.6494073114086196,0.7113627939039896,0.8254972997674195,5
0,143993.27762832888,435217.00505030394,21306.013012305644,-12875,-20407,0.7601066433109224,0.9305391806766832,0.19181775031347137,4
0,172209.37331211747,206790.48424139497,17797.073522673825,-11522,-22527,0.7747227410657531,0.19193951809232845,0.2865338348781905,1
0,85694.76526189774,169542.3956512644,32353.104009653172,-13771,-9971,0.14922058589316578,0.18972253852469656,0.16224431937068418,3
0,166195.1213761003,218641.27357975653,17704.49251837169,-12499,-9940,0.5125785184951382,0.07261102994632507,0.754316385174645,2
1,209503.72319223214,461226.0263553911,37877.86589828796,-5432,-8857,0.023899357199450355,0.4421029924697406,0.027106458297427416,1
